富裕,fùyù,riche,cmn-000d23af.mp3," riche, riches, fortuné, aisée, fortunés"
质,zhì,qualité,cmn-0014186c.mp3," qualité, de qualité, la qualité de, Quality, de la qualité"
不料,bùliào,à l'improviste,cmn-00347f6a.mp3," à l'improviste, de façon inattendue, façon inattendue, inattendue, Contre toute attente"
水利,shuǐlì,conservation de l'eau,cmn-007193a1.mp3," conservation de l'eau, Conservation des eaux, Water conservation, économie de l'eau, Protection de l'eau"
面临,miànlín,face à,cmn-0086f29f.mp3," face à, Confrontée à, confrontés à des, Devant, Confronté à"
毛线,máoxiàn,de laine,cmn-00b019d4.mp3," de laine, en laine, lainage, laine, la laine"
尽力,jìnlì,essayer,cmn-010c9d87.mp3," essayer, chercher, Essayez, essai, Essayez d'"
助手,zhùshǒu,assistant,cmn-013a0096.mp3," assistant, Assistant de, Adjointe, adjoint, aide"
旋转,xuánzhuǎn,rotation,cmn-015b2d28.mp3," rotation, de rotation, rotation de, la rotation, tour"
焊,hàn,soudage,cmn-016e2846.mp3," soudage, souder, de Soudage, de soudure, Soudez"
地质,dìzhì,géologie,cmn-019a6e67.mp3," géologie, Géologie de, de la géologie, de géologie, Geology"
共青团,Gòngqīngtuán,Ligue des jeunes communistes,cmn-01a11c3a.mp3," Ligue des jeunes communistes, Jeunesse communiste Ligue, Ligue de la jeunesse, Ligue des jeunesses communistes"
诗人,shīrén,poète,cmn-02408dca.mp3," poète, le poète, Poet, poëte"
打架,dǎjià,lutte,cmn-0273d8aa.mp3," lutte, combat, bataille, combattre, bagarre"
老人家,lǎorenjia,personne âgée,cmn-027f218b.mp3," personne âgée, aux personnes âgées, des personnes âgées, Elderly, assez âgé"
高速,gāosù,Haute vitesse,cmn-028a7194.mp3," vitesse, débit, rapidité, régime, de vitesse"
青蛙,qīngwā,grenouille,cmn-02c1d84e.mp3," grenouille, de grenouille, Frog"
鲜艳,xiānyàn,brillant,cmn-02c0aead.mp3," brillant, clair, lumineuse, lumineux, intelligent"
荣幸,róngxìng,honoré,cmn-02e9c680.mp3," honoré, Estimé, Honoré du, honneur, honorée"
镇静,zhènjìng,sédation,cmn-02eef993.mp3," sédation, de sédation, Sedation, sédatif, de sedation"
