哎,āi,hé,cmn-0004bca7.mp3," hé, Salut, Eh, bon, hey"
世纪,shìjì,siècle,cmn-000fcf7b.mp3," siècle, Century, e siècle"
状况,zhuàngkuàng,condition,cmn-00375969.mp3," condition, état, Etat de l', Etat, Etat du"
古老,gǔlǎo,vieux,cmn-00392866.mp3," vieux, ancien, vieillard, Old, Vieille"
强盗,qiángdào,voleur,cmn-00c0f36a.mp3," voleur, Braqueur, Brigand, de voleur, bandit"
光明,guāngmíng,brillant,cmn-00ebefe6.mp3," brillant, clair, lumineuse, lumineux, intelligent"
假,jiǎ,faux,cmn-012c74d0.mp3," faux, de faux, fausse, fausses, de fausses"
特此,tècǐ,par la présente,cmn-0172502d.mp3," par la présente, déclare et arrête, les présentes, la présente"
尽,jìn,épuisé,cmn-017daad0.mp3," épuisé, Epuisée, Exhausted, exténué, Epuisé"
当时,dāngshí,À ce moment,cmn-01840f0b.mp3," À ce moment, À cette époque"
业务,yèwù,entreprise,cmn-01c94bd6.mp3," entreprise, affaires, d'affaires, d'entreprise, affaire"
星星,xīngxing,étoile,cmn-01cde6ca.mp3," étoile, star, Etoiles de, Etoile, Etoiles à"
稍微,shāowēi,Un peu,cmn-01e62fba.mp3," Un peu, Peu, Un peu d', Un petit, Un peu de"
血,xiě,sang,cmn-02145682.mp3," sang, de sang, le sang, artérielle, du sang"
停止,tíngzhǐ,Stop,cmn-024540de.mp3," Stop, Arrêter, mettre fin, mettre un terme, arrêt"
烫,tàng,chaud,cmn-0246aedf.mp3," chaud, bain, chaude, bain à, chaudes"
感觉,gǎnjué,sentiment,cmn-02492e2e.mp3," sentiment, Envie, Le sentiment, Se sentir, atmosphère"
牵,qiān,tirer,cmn-02a67b36.mp3," tirer, enlever, retirer, sortir, attraction"
前年,qiánnián,année précédente,cmn-02ace7b8.mp3," année précédente, an dernier, année dernière"
植物,zhíwù,plante,cmn-02adf0e7.mp3," plante, usine, des plantes d', installation, des plantes"
