呢,ne,il,cmn-00eab2c6.mp3," il, elle, ce, cela, la"
朝,cháo,matin,cmn-01645fef.mp3," matin, le matin, les matins, matinal"
支,zhī,soutien,cmn-016a8467.mp3," soutien, support, d'appui, appui, de soutien"
酒,jiǔ,vin,cmn-0187ac5b.mp3," vin, vins, des vins, de vin, du vin"
查,chá,recherche,cmn-024bb4b2.mp3," recherche, Recherche par, fouille, chercher, perquisition"
国家,guójiā,pays,cmn-032a3e41.mp3," pays, Country, le pays, patrie, campagne"
发现,fāxiàn,découverte,cmn-03cd4a7c.mp3," découverte, de découverte, découverte de, Discovery, découvertes"
一直,yìzhí,a été,cmn-03edefb8.mp3," a été, a fait"
现在,xiànzài,maintenant,cmn-03f73677.mp3," maintenant, Aujourd'hui, actuellement, désormais"
冬天,dōngtiān,hiver,cmn-0418b8f7.mp3," hiver, hiver de, hivernal, d'hiver"
也,yě,aussi,cmn-041d3a4a.mp3," aussi, également, Egalement, De même, En outre"
自行车,zìxíngchē,vélo,cmn-043246c4.mp3," vélo, Bike, de vélos, moto, bicyclettes"
突然,tūrán,soudain,cmn-04b15123.mp3," soudain, tout à coup, soudainement, subitement, brusquement"
碰,pèng,toucher,cmn-04bc72d0.mp3," toucher, Appuyez sur, effleurer, se toucher, Appuyez"
不久,bùjiǔ,bientôt,cmn-05adcf26.mp3," bientôt, Peu, Peu de temps, Accueil"
爱人,àiren,amoureux,cmn-05ae3ce9.mp3," amoureux, bretelles, chérie"
领导,lǐngdǎo,leadership,cmn-063d8332.mp3," leadership, direction, du leadership, le leadership, de leadership"
正,zhèng,positif,cmn-065845f6.mp3," positif, Positive, positives, favorable, positifs"
每,měi,chaque,cmn-06b64b97.mp3," chaque, chacun, de chaque, chacune, Les"
座,zuò,siège,cmn-06f0bb20.mp3," siège, Assise, fauteuil, place, asseoir"
姑娘,gūniang,fille,cmn-0793d109.mp3," fille, de fille, fille de"
一点儿,yìdiǎnr,Un peu,cmn-07d3cb68.mp3," Un peu, Peu, Un peu d', Un petit, Un peu de"
下,xià,inférieur,cmn-07dcdf76.mp3," inférieur, Bas, Basse"
复杂,fùzá,complexe,cmn-07e9c66b.mp3," complexe, Complexe de, complexes, Complex"
历史,lìshǐ,histoire,cmn-07f288e9.mp3," histoire, d'histoire, Histoire de, d'histoire de, Historique"
双,shuāng,double,cmn-087d80d6.mp3," double, Chambre Double, deux fois, doubler"
占,zhàn,occuper,cmn-08938eb7.mp3," occuper, Occupez, habiter, d'occupation, Occupent"
布,bù,tissu,cmn-08c53d73.mp3," tissu, chiffon, en tissu, chiffon de, nappe"
就,jiù,sur,cmn-08cbe6fb.mp3," sur, dans, en, Le, D'"
会,huì,bidon,cmn-09003a80.mp3," bidon, pouvoir, boîte, Peut"
七,qī,sept,cmn-09075744.mp3," sept, de sept, sept ans, de Seven, Seven"
母亲,mǔqīn,mère,cmn-0935d373.mp3," mère, Maman, la mère, Mother"
篇,piān,pièce,cmn-09afa992.mp3," pièce, morceau, parcelle, bout, fragment"
锻炼,duànliàn,exercice,cmn-09b360e9.mp3," exercice, exercice Cours, d'exercice, exercer"
杯子,bēizi,tasse,cmn-09cef065.mp3," tasse, coupe, Cup, de la Coupe, calice"
研究,yánjiū,étude,cmn-09ecb4c0.mp3," étude, d'étude, recherche, Study, bureau"
好吃,hǎochī,délicieux,cmn-0a4de7f8.mp3," délicieux, delicious, délicieuses, de délicieux, délicieuse"
生活,shēnghuó,vie,cmn-0a535711.mp3," vie, existence, de vie, la Vie"
走,zǒu,aller,cmn-0a63b17b.mp3," aller, Allez, Go, Accédez, aller à"
低,dī,faible,cmn-0ac1dfbc.mp3," faible, bas, Low, Basse, Min"
再见,zàijiàn,au revoir,cmn-0ad618c6.mp3," au revoir, adieu, congé, adieux, goodbye"
没有,méiyǒu,aucun,cmn-0af02ea8.mp3," aucun, non, Aucune, nul, No"
同学,tóngxué,camarade de classe,cmn-0af7d333.mp3," camarade de classe, classmate, compagne, camarade, camarade de classe de"
孩子,háizi,enfants,cmn-0b106591.mp3," enfants, enfants de, des enfants, Children, Enfant"
借,jiè,emprunter,cmn-0b5bddc7.mp3," emprunter, Borrow, Emprunter de, emprunt, Emprunter des"
行,xíng,rangée,cmn-0ba21aa9.mp3," rangée, ligne, file, Rang, En rangée"
空气,kōngqì,air,cmn-0bb38c77.mp3," air, aérienne, Climatisation, aérien"
考试,kǎoshì,exam,cmn-0bd4d7fe.mp3," exam, examen, Consultation, d'examen"
正在,zhèngzài,est,cmn-0c664877.mp3," est, Is, Ce est"
