谱,pǔ,spectral,cmn-001375a8.mp3," spectral, spectrale de, spectrales, du spectre, Spectrale"
舞厅,wǔtīng,salle de bal,cmn-002785a9.mp3," salle de bal, ballroom, la salle de bal, Salle, bal"
劝阻,quànzǔ,dissuader,cmn-002f3be1.mp3," dissuader, Dissuadez, Dissuadez les, de dissuader, dissuader les"
聋,lóng,sourd,cmn-0042aba8.mp3," sourd, Sourde, des sourds, Deaf, personnes sourdes"
法规,fǎguī,législation,cmn-0044d661.mp3," législation, projet de loi, Loi, La législation, lois"
急于,jíyú,désireux,cmn-004d90f0.mp3," désireux, avide, Avides, Désireux de, Désireuse"
鼻涕,bíti,larmoyer,cmn-00580580.mp3," larmoyer, larmoiement, avoir le nez qui coule, avoir la morve au nez, Chignard"
悲剧,bēijù,tragédie,cmn-00583bdd.mp3," tragédie, la tragédie, tragique, drame, Tragedy"
坚贞不屈,jiānzhēnbùqū,inflexible,cmn-0089122c.mp3," inflexible, intransigeant, intransigeante, Inflexibilité, Inflexibles"
加重,jiāzhòng,aggravation,cmn-008e809a.mp3," aggravation, exaspération, l'aggravation, Aggravation de"
过问,guòwèn,intervenir,cmn-00915016.mp3," intervenir, d'intervenir, Intervenez, Intervene"
菌,jūn,Les bactéries,cmn-00a51385.mp3," Les bactéries, Bactéries, de bactéries, Bacteria, Bactérie"
各界,gèjiè,Tous les milieux de vie,cmn-00e35a9f.mp3," les milieux de vie, milieux de vie, horizons de la vie, domaines de la vie, couches de la"
解除,jiěchú,libération,cmn-010770ac.mp3," libération, sortie, de sortie, libérer, de presse"
长寿,chángshòu,longévité,cmn-01160135.mp3," longévité, durée de vie, Longevity, de longévité, la longévité"
周折,zhōuzhé,rebondissements,cmn-0125d37d.mp3," rebondissements, rebondissements et de virages, méandres, détours, péripéties"
眼下,yǎnxià,maintenant,cmn-014cb7ce.mp3," maintenant, Aujourd'hui, actuellement, désormais"
劝说,quànshuō,persuasion,cmn-0155ec73.mp3," persuasion, conviction, de persuasion, la persuasion, confession"
跑道,pǎodào,piste,cmn-0163ea52.mp3," piste, chemin, morceau, chanson, chenille"
肿瘤,zhǒngliú,tumeur,cmn-016c24b4.mp3," tumeur, de tumeurs, la tumeur, de tumeur, des tumeurs"
会同,huìtóng,Conjointement avec,cmn-01bb4bb8.mp3," Conjointement avec, en association avec, En conjonction avec, en liaison avec, en collaboration avec"
航线,hángxiàn,route,cmn-01cc1474.mp3," route, itinéraire, la Route, acheminer, chemin"
参阅,cānyuè,voir,cmn-01d4eef3.mp3," voir, Afficher les, découvrir, savoir, Afficher"
绷,bēng,étendue,cmn-01d84e6b.mp3," étendue, partie, période, stretch, extensible"
就近,jiùjìn,proche,cmn-01e69ac4.mp3," proche, près, environs, proximité, A proximité"
老成,lǎochéng,vieillissement,cmn-01ec7495.mp3," vieillissement, de vieillissement, Vieillir, vieillissant, Aging"
通讯社,tōngxùnshè,agence de Nouvelles,cmn-02081fbe.mp3," Nouvelles"
总和,zǒnghé,somme,cmn-021a15ed.mp3," somme, Sum, la somme, addition, montant"
乘机,chéngjī,saisir l'occasion,cmn-021b688f.mp3," saisir l'occasion, Saisissez l'opportunité, Saisissez l'occasion, Saisir l'opportunité, de saisir l'occasion"
涉外,shèwài,étranger,cmn-022700ee.mp3," étranger, extérieur, affaires étrangères"
局势,júshì,situation,cmn-022e709a.mp3," situation, de situation, Localisation, cas, la situation"
会员,huìyuán,membre,cmn-027aae84.mp3," membre, ce membre, membre de, député, membres"
递增,dìzēng,incrément,cmn-02890037.mp3," incrément, augmentation, Increment, accroissement, d'incrément"
雹子,báozi,grêle,cmn-02aabf53.mp3," grêle, Hail, Je vous salue, héler"
